candidate_course_label,candidate_jurisdiction,exact_query,result_index,provider_place_id,provider_name,provider_display_name,country_code_match,course_name_match,racecourse_name_match,provider_object_match,suspicious_name_match,automatic_eligible,provider_class,provider_type,course_decision,decision_reason
Kempton (AW),Great Britain,"Kempton racecourse, United Kingdom",0,node:565754665,Kempton Park Racecourse,"Kempton Park Racecourse, Staines Road East, Kempton Park, Borough of Spelthorne, Surrey, England, TW16 5DY, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Kempton (AW),Great Britain,"Kempton racecourse, United Kingdom",1,node:565754664,Kempton Park Racecourse,"Kempton Park Racecourse, Staines Road East, Kempton Park, Borough of Spelthorne, Surrey, England, TW16 5PA, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Lingfield (AW),Great Britain,"Lingfield racecourse, United Kingdom",0,node:565760427,Lingfield Racecourse,"Lingfield Racecourse, Racecourse Road, Lingfield, Dormansland, Tandridge, Surrey, England, RH7 6GF, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Dundalk (AW),Ireland,"Dundalk racecourse, Ireland",0,way:260443396,Dundalk Stadium,"Dundalk Stadium, Inner Relief Road, Dundalk Rural ED, The Municipal District of Dundalk, County Louth, Leinster, A91 FFP3, Ireland",True,True,False,False,False,False,building,yes,manual_review_required,No returned object passed every conservative automatic acceptance check.
Saint-Cloud,France,"Saint-Cloud hippodrome, France",0,node:7466433229,Saint-Cloud - Hippodrome,"Saint-Cloud - Hippodrome, Avenue de Saint-Cloud, Quartier d'Auteuil, 16th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75016, France",True,True,True,False,False,False,amenity,bicycle_rental,manual_review_required,No returned object passed every conservative automatic acceptance check.
Ayr,Great Britain,"Ayr racecourse, United Kingdom",0,way:118043629,Ayr Racecourse,"Ayr Racecourse, Dalmilling Drive, Dalmilling, Prestwick, South Ayrshire, Scotland, KA8 0QP, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Ayr,Great Britain,"Ayr racecourse, United Kingdom",1,relation:1628410,Ayr Racecourse,"Ayr Racecourse, Mainholm Court, Dalmilling, Prestwick, South Ayrshire, Scotland, KA8 0RN, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Chepstow,Great Britain,"Chepstow racecourse, United Kingdom",0,way:86003181,Chepstow Avenue,"Chepstow Avenue, Sale West, Broadheath, West Timperley, Trafford, Greater Manchester, England, M33 4QP, United Kingdom",True,True,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Haydock,Great Britain,"Haydock racecourse, United Kingdom",0,relation:17744310,Haydock Park Racecourse,"Haydock Park Racecourse, M6, Old Boston, Haydock, St Helens, Liverpool City Region, England, WA11 9DT, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Haydock,Great Britain,"Haydock racecourse, United Kingdom",1,relation:1658342,Haydock Park Racecourse,"Haydock Park Racecourse, Oakfield Avenue, Stubshaw Cross, Edge Green, Wigan, Greater Manchester, England, WA3 3QT, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Haydock,Great Britain,"Haydock racecourse, United Kingdom",2,node:533844173,LODGE LN/HAYDOCK RACECOURSE,"LODGE LN/HAYDOCK RACECOURSE, Lodge Lane, Old Boston, Haydock, St Helens, Liverpool City Region, England, WA12 0JF, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Catterick,Great Britain,"Catterick racecourse, United Kingdom",0,way:358674072,Catterick Racecourse,"Catterick Racecourse, Catterick Bridge Cycleway, Catterick Bridge, Brough with St. Giles, Brompton-on-Swale, North Yorkshire, York and North Yorkshire, England, DL10 7HW, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Catterick,Great Britain,"Catterick racecourse, United Kingdom",1,relation:7832717,Catterick Racecourse,"Catterick Racecourse, Catterick Bridge Cycleway, Catterick Bridge, Brough with St. Giles, Brompton-on-Swale, North Yorkshire, York and North Yorkshire, England, DL10 7HW, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Curragh,Ireland,"Curragh racecourse, Ireland",0,way:540395989,Curragh Racecourse Entrance,"Curragh Racecourse Entrance, R413, Kildare ED, The Municipal District of Kildare — Newbridge, County Kildare, Leinster, Ireland",True,True,True,False,False,False,building,yes,manual_review_required,No returned object passed every conservative automatic acceptance check.
Ascot,Great Britain,"Ascot racecourse, United Kingdom",0,relation:17572746,Ascot Racecourse,"Ascot Racecourse, King Edwards Road, Chavey Down, Winkfield, Bracknell Forest, England, SL5 8PY, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Ascot,Great Britain,"Ascot racecourse, United Kingdom",1,relation:1657807,Ascot Racecourse,"Ascot Racecourse, Winkfield Road, North Ascot, Sunninghill and Ascot, Ascot, Royal Borough of Windsor and Maidenhead, England, SL5 7EY, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Fairyhouse,Ireland,"Fairyhouse racecourse, Ireland",0,node:8362676495,Fairyhouse Racecourse,"Fairyhouse Racecourse, Racecourse Service Road, Ballybin, Ratoath ED, The Municipal District of Ratoath, County Meath, Leinster, Ireland",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Fairyhouse,Ireland,"Fairyhouse racecourse, Ireland",1,node:8362676502,Fairyhouse Racecourse,"Fairyhouse Racecourse, Fairyhouse Road, Gormanstown, Dunshaughlin ED, The Municipal District of Ratoath, County Meath, Leinster, Ireland",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Brighton,Great Britain,"Brighton racecourse, United Kingdom",0,way:392435017,Brighton Racecourse,"Brighton Racecourse, Freshfield Road, Whitehawk, Brighton, Brighton and Hove, England, BN2 9XZ, United Kingdom",True,True,True,True,False,True,leisure,stadium,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Brighton,Great Britain,"Brighton racecourse, United Kingdom",1,way:32930024,Brighton Racecourse,"Brighton Racecourse, Swanborough Drive, Whitehawk, Brighton, Brighton and Hove, England, BN2 5QD, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Brighton,Great Britain,"Brighton racecourse, United Kingdom",2,way:904437604,Brighton Racecourse,"Brighton Racecourse, Downland Road, Woodingdean, Brighton, Brighton and Hove, England, BN2 6DP, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Brighton,Great Britain,"Brighton racecourse, United Kingdom",3,way:264131582,Brighton Racecourse,"Brighton Racecourse, Freshfield Road, Whitehawk, Brighton, Brighton and Hove, England, BN2 9DG, United Kingdom",True,True,True,False,False,False,building,grandstand,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Brighton,Great Britain,"Brighton racecourse, United Kingdom",4,way:972013280,Brighton Racecourse,"Brighton Racecourse, Wilson Avenue, Whitehawk, Brighton, Brighton and Hove, England, BN2 5LH, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Market Rasen,Great Britain,"Market Rasen racecourse, United Kingdom",0,node:1789140944,Market Rasen Racecourse,"Market Rasen Racecourse, Legsby Road, Market Rasen, West Lindsey, Lincolnshire, Greater Lincolnshire, England, LN8 3EA, United Kingdom",True,True,True,False,False,False,tourism,camp_site,manual_review_required,No returned object passed every conservative automatic acceptance check.
Lingfield,Great Britain,"Lingfield racecourse, United Kingdom",0,node:565760427,Lingfield Racecourse,"Lingfield Racecourse, Racecourse Road, Lingfield, Dormansland, Tandridge, Surrey, England, RH7 6GF, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Limerick,Ireland,"Limerick racecourse, Ireland",0,way:1006515395,Limerick Racecourse,"Limerick Racecourse, L1407, Crecora, The Municipal District of Adare — Rathkeale, County Limerick, Munster, Ireland",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Limerick,Ireland,"Limerick racecourse, Ireland",1,way:94014211,Limerick Racecourse,"Limerick Racecourse, L1407, Crecora, The Municipal District of Adare — Rathkeale, County Limerick, Munster, V94 K858, Ireland",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Meydan,United Arab Emirates,"Meydan racecourse, United Arab Emirates",0,relation:2265521,Meydan Racecourse,"Meydan Racecourse, Meydan, Nad Al Sheba, Dubai, Dubai Emirate, United Arab Emirates",True,True,True,False,False,False,highway,bridleway,manual_review_required,No returned object passed every conservative automatic acceptance check.
Hamilton,Great Britain,"Hamilton racecourse, United Kingdom",0,way:4204758,Hamilton Road,"Hamilton Road, Racecourse, Ipswich, Suffolk, England, IP3 9AL, United Kingdom",True,True,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Warwick,Great Britain,"Warwick racecourse, United Kingdom",0,way:129400908,Warwick Racecourse Caravan Club Site,"Warwick Racecourse Caravan Club Site, Hampton Street, Woodloes Park, Warwick, Hampton Magna, Warwick, Warwickshire, England, CV34 6HN, United Kingdom",True,True,True,False,True,False,tourism,caravan_site,manual_review_required,No returned object passed every conservative automatic acceptance check.
Warwick,Great Britain,"Warwick racecourse, United Kingdom",1,way:324118323,Warwick Racecourse Footbridge,"Warwick Racecourse Footbridge, Woodloes Park, Warwick, Hampton Magna, Warwick, Warwickshire, England, CV34 5HQ, United Kingdom",True,True,True,False,False,False,highway,footway,manual_review_required,No returned object passed every conservative automatic acceptance check.
Sedgefield,Great Britain,"Sedgefield racecourse, United Kingdom",0,relation:17556048,Sedgefield Racecourse,"Sedgefield Racecourse, Racecourse Road, Bradbury and the Isle, Sedgefield, County Durham, North East, England, TS21 2HW, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Sedgefield,Great Britain,"Sedgefield racecourse, United Kingdom",1,way:1137874398,Sedgefield Racecourse,"Sedgefield Racecourse, Racecourse Road, Bradbury and the Isle, Stockton-on-Tees, County Durham, North East, England, TS21 2HW, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Cheltenham,Great Britain,"Cheltenham racecourse, United Kingdom",0,way:153681151,Cheltenham Racecourse,"Cheltenham Racecourse, New Barn Lane, Marle Hill, Prestbury, Cheltenham, Gloucestershire, England, GL52 3LT, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Cheltenham,Great Britain,"Cheltenham racecourse, United Kingdom",1,relation:2254209,Cheltenham Racecourse,"Cheltenham Racecourse, Best Mate Enclosure, Marle Hill, Prestbury, Cheltenham, Gloucestershire, England, GL50 4SH, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Cheltenham,Great Britain,"Cheltenham racecourse, United Kingdom",2,node:15825263,Cheltenham Racecourse,"Cheltenham Racecourse, Evesham Road, Kingsditch, Prestbury, Cheltenham, Gloucestershire, England, GL50 4SJ, United Kingdom",True,True,True,False,False,False,railway,station,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Cheltenham,Great Britain,"Cheltenham racecourse, United Kingdom",3,way:169279084,Cheltenham Racecourse,"Cheltenham Racecourse, Club Enclosure, Marle Hill, Prestbury, Cheltenham, Gloucestershire, England, GL50 4SH, United Kingdom",True,True,True,False,False,False,building,stadium,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Cheltenham,Great Britain,"Cheltenham racecourse, United Kingdom",4,node:5844207569,Cheltenham Racecourse,"Cheltenham Racecourse, Evesham Road, Marle Hill, Prestbury, Cheltenham, Gloucestershire, England, GL50 4QB, United Kingdom",True,True,True,False,False,False,place,house,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Chester,Great Britain,"Chester racecourse, United Kingdom",0,way:251213860,Chester Racecourse,"Chester Racecourse, Watergate Square, Handbridge, City of Chester, Chester, Cheshire West and Chester, England, CH1 2LY, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Chester,Great Britain,"Chester racecourse, United Kingdom",1,relation:7393385,Chester Racecourse,"Chester Racecourse, Saddlery Way, Hough Green, City of Chester, Chester, Cheshire West and Chester, England, CH1 4LZ, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Perth,Great Britain,"Perth racecourse, United Kingdom",0,way:4259854,Perth Close,"Perth Close, Racecourse Estate, London Borough of Ealing, Greater London, England, UB5 4AU, United Kingdom",True,True,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Hexham,Great Britain,"Hexham racecourse, United Kingdom",0,node:435173092,Hexham RaceCourse,"Hexham RaceCourse, Causey Hill Way, Hexham, Northumberland, North East, England, NE46 2RD, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Hexham,Great Britain,"Hexham racecourse, United Kingdom",1,relation:1997318,Hexham Racecourse,"Hexham Racecourse, Yarridge Road, Hexham, Northumberland, North East, England, NE46 1SA, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Galway,Ireland,"Galway racecourse, Ireland",0,node:2105124846,Gas Networks Ireland,"Gas Networks Ireland, 6, Racecourse Business Park, Ballybrit, Galway, County Galway, Connacht, H91 X02D, Ireland",True,False,False,False,False,False,office,company,manual_review_required,No returned object passed every conservative automatic acceptance check.
Galway,Ireland,"Galway racecourse, Ireland",1,node:2105124960,Truvo Ireland Limited,"Truvo Ireland Limited, Racecourse Business Park, Ballybrit, Galway, County Galway, Connacht, H91 TF20, Ireland",True,False,False,False,False,False,office,company,manual_review_required,No returned object passed every conservative automatic acceptance check.
Galway,Ireland,"Galway racecourse, Ireland",2,node:2105124870,Chubb Ireland Limited,"Chubb Ireland Limited, Racecourse Business Park, Ballybrit, Galway, County Galway, Connacht, H91 TF20, Ireland",True,False,False,False,False,False,office,security,manual_review_required,No returned object passed every conservative automatic acceptance check.
Maisons-Laffitte,France,"Maisons-Laffitte hippodrome, France",0,way:32937967,Rue de Maisons-Laffitte,"Rue de Maisons-Laffitte, Lotissement Le Clos de Méon, Pau Nord, Mermoz - Université - Hippodrome, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, Metropolitan France, 64000, France",True,True,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Kempton,Great Britain,"Kempton racecourse, United Kingdom",0,node:565754665,Kempton Park Racecourse,"Kempton Park Racecourse, Staines Road East, Kempton Park, Borough of Spelthorne, Surrey, England, TW16 5DY, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Kempton,Great Britain,"Kempton racecourse, United Kingdom",1,node:565754664,Kempton Park Racecourse,"Kempton Park Racecourse, Staines Road East, Kempton Park, Borough of Spelthorne, Surrey, England, TW16 5PA, United Kingdom",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Fakenham,Great Britain,"Fakenham racecourse, United Kingdom",0,relation:6834992,Fakenham Racecourse,"Fakenham Racecourse, Massey Court, Fakenham, North Norfolk, Norfolk, England, NR21 9TB, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Fakenham,Great Britain,"Fakenham racecourse, United Kingdom",1,way:322215184,Fakenham Racecourse,"Fakenham Racecourse, Massey Court, Fakenham, North Norfolk, Norfolk, England, NR21 7NY, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Fakenham,Great Britain,"Fakenham racecourse, United Kingdom",2,node:294163861,Fakenham Racecourse,"Fakenham Racecourse, Dereham Road, Pudding Norton, North Norfolk, Norfolk, England, NR21 7NB, United Kingdom",True,True,True,False,False,False,tourism,camp_site,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Randwick,Australia,"Randwick racecourse, Australia",0,relation:5716138,Randwick Racecourse,"Randwick Racecourse, Randwick, Eastern Suburbs, Sydney, New South Wales, 2031, Australia",True,True,True,False,False,False,landuse,recreation_ground,manual_review_required,No returned object passed every conservative automatic acceptance check.
Epsom,Great Britain,"Epsom racecourse, United Kingdom",0,node:26563318,Epsom Downs Racecourse,"Epsom Downs Racecourse, Tattenham Corner Road, Epsom, Epsom and Ewell, Surrey, England, KT18 5LQ, United Kingdom",True,True,True,False,False,False,tourism,attraction,manual_review_required,No returned object passed every conservative automatic acceptance check.
Epsom,Great Britain,"Epsom racecourse, United Kingdom",1,way:26798510,Epsom Downs Racecourse - Duchess’s Stand,"Epsom Downs Racecourse - Duchess’s Stand, Ashley Road, Langley Vale, Epsom, Epsom and Ewell, Surrey, England, KT18 5LB, United Kingdom",True,True,True,False,False,False,building,grandstand,manual_review_required,No returned object passed every conservative automatic acceptance check.
Epsom,Great Britain,"Epsom racecourse, United Kingdom",2,way:24511058,Epsom Downs Racecourse - Queen's Stand,"Epsom Downs Racecourse - Queen's Stand, Ashley Road, Langley Vale, Epsom, Epsom and Ewell, Surrey, England, KT18 5LB, United Kingdom",True,True,True,False,False,False,building,grandstand,manual_review_required,No returned object passed every conservative automatic acceptance check.
Epsom,Great Britain,"Epsom racecourse, United Kingdom",3,node:11753746947,Epsom Downs Racecourse helipads,"Epsom Downs Racecourse helipads, Tattenham Corner Road, Epsom, Epsom and Ewell, Surrey, England, KT18 5LQ, United Kingdom",True,True,True,False,False,False,aeroway,helipad,manual_review_required,No returned object passed every conservative automatic acceptance check.
Cartmel,Great Britain,"Cartmel racecourse, United Kingdom",0,way:71303237,Cartmel Racecourse,"Cartmel Racecourse, The Square, Lower Allithwaite, Cartmel, Westmorland and Furness, England, LA11 6QB, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Cartmel,Great Britain,"Cartmel racecourse, United Kingdom",1,relation:4001772,Cartmel Racecourse,"Cartmel Racecourse, The Square, Lower Allithwaite, Cartmel, Westmorland and Furness, England, LA11 6QB, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Sligo,Ireland,"Sligo racecourse, Ireland",0,relation:2804984,Sligo Racecourse,"Sligo Racecourse, Cleveragh Road, Cranmore, Sligo, Sligo Municipal Borough District, County Sligo, Connacht, F91 EE95, Ireland",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Sligo,Ireland,"Sligo racecourse, Ireland",1,way:1533710100,Sligo Racecourse,"Sligo Racecourse, Cleveragh Road, Cranmore, Sligo, Sligo Municipal Borough District, County Sligo, Connacht, Ireland",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Sligo,Ireland,"Sligo racecourse, Ireland",2,node:7970155692,Sligo Races - entrance,"Sligo Races - entrance, Cleveragh Road, Cranmore, Sligo, Sligo Municipal Borough District, County Sligo, Connacht, F91 EE95, Ireland",True,True,False,False,False,False,shop,ticket,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Caulfield,Australia,"Caulfield racecourse, Australia",0,way:46418586,Caulfield Racecourse,"Caulfield Racecourse, Booran Road, Caulfield East, Melbourne, Victoria, 3145, Australia",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Caulfield,Australia,"Caulfield racecourse, Australia",1,relation:60837,Caulfield Racecourse,"Caulfield Racecourse, Neerim Road, Caulfield East, Melbourne, Victoria, 3145, Australia",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Bellewstown,Ireland,"Bellewstown racecourse, Ireland",0,way:284926870,Bellewstown Racecourse,"Bellewstown Racecourse, L1615, Collierstown, Ardcath ED, The Municipal District of Ashbourne, County Meath, Leinster, Ireland",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Bellewstown,Ireland,"Bellewstown racecourse, Ireland",1,way:1186162229,Bellewstown Racecourse,"Bellewstown Racecourse, Woodview, Collierstown, Ardcath ED, The Municipal District of Ashbourne, County Meath, Leinster, Ireland",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Aintree,Great Britain,"Aintree racecourse, United Kingdom",0,relation:17553266,Aintree Racecourse,"Aintree Racecourse, Melling Road, Aintree, Aintree Village, Melling, Sefton, Liverpool City Region, England, L10 8LH, United Kingdom",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Aintree,Great Britain,"Aintree racecourse, United Kingdom",1,relation:1658179,Aintree Racecourse,"Aintree Racecourse, Melling Road, Aintree, Aintree Village, Melling, Sefton, Liverpool City Region, England, L10 8LH, United Kingdom",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
